ID,Smiles,Standard_Type,Standard_Relation,Standard_Units,Standard_Value,pIC50
CHEMBL396542,CN1CCN(C(=O)OC[C@H]2CC[C@@H](c3ccccc3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1,IC50,=,nM,450,5.346787486
CHEMBL4109860,CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(Cl)c1,IC50,=,nM,450,5.346787486
CHEMBL5175890,CCN1/C(=C/C=C2\CCCC(/C=C(/C#N)C(=O)C(C)(C)C)=C2Cl)C(C)(C)c2ccccc21,Kd,=,nM,445,5.351639989
CHEMBL1090542,Nc1nc(Cn2c(-c3ccc(Oc4cncnc4)cc3)ccc2-c2ccccc2Cl)ccc1OCCO,EC50,=,nM,440,5.356547324
CHEMBL3667020,COC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,IC50,=,nM,440,5.356547324
CHEMBL2386725,C[C@]1(c2nc(NC(=O)c3ncc(OCC(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,440,5.356547324
CHEMBL3593919,O=C1Nc2ccccc2/C1=C\c1ccc([N+](=O)[O-])cc1,Ki,=,nM,439.2,5.357337669
CHEMBL3759176,COc1ccc(COc2ccc(OCCOCCF)cc2)cc1,Ki,=,nM,437.9,5.358625055
CHEMBL3126521,COc1cc(/C=C2\COc3ccc(Br)cc3C2=O)ccc1O,Ki,=,nM,432.03,5.364486095
CHEMBL3936795,C[P@]1(=O)OC[C@@]2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,IC50,=,nM,421,5.375717904
CHEMBL3938185,COc1ccc(OCCOc2ccc3nc4ccc(=O)cc-4oc3c2)cc1,Ki,=,nM,421,5.375717904
CHEMBL3950384,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc3cc[nH]c3c2)ccc1O,IC50,=,nM,420,5.37675071
CHEMBL3314334,Nc1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,409.2,5.388064375
CHEMBL3314334,Nc1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,407.38,5.390000296
CHEMBL3930548,COCCOCCOc1ccc2nc3ccc(=O)cc-3oc2c1,Ki,=,nM,407,5.390405591
CHEMBL2206992,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6(C)COC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,400,5.397940009
CHEMBL3905228,C[P@]1(=O)OC[C@@]2(CCC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,IC50,=,nM,397,5.401209493
CHEMBL2048301,Oc1ccc2nc(-c3ccc(NCCCF)nc3)oc2c1,IC50,=,nM,395,5.403402904
CHEMBL244994,CN(C)c1ccc(-c2cn3cc(SCC(N)=O)ccc3n2)cc1,Ki,=,nM,391,5.407823243
CHEMBL3314326,Oc1cccc(OCc2ccc(I)cc2)c1,Ki,=,nM,389.05,5.40999458
CHEMBL3314326,Oc1cccc(OCc2ccc(I)cc2)c1,Ki,=,nM,385.6,5.413862975
CHEMBL3667024,CCOC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,IC50,=,nM,380,5.420216403
CHEMBL4108431,COCC[C@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,380,5.420216403
CHEMBL254850,CSc1ccc2nc(-c3ccc(N)cc3)cn2c1,Ki,=,nM,377,5.42365865
CHEMBL208456,Nc1ccc(/C=C/C=C/C=C/c2ccc(N)cc2)cc1,Ki,=,nM,375,5.425968732
CHEMBL395312,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,IC50,=,nM,360,5.443697499
CHEMBL3667036,COC(=O)CCC(C(=O)/C=C/c1ccc(O)c(C(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(C(F)(F)F)c1,IC50,=,nM,360,5.443697499
CHEMBL3759510,CN(C)c1ccc(COc2ccc(OCCOCCOCCF)cc2)cc1,Ki,=,nM,357.7,5.44648106
CHEMBL5207309,CN(C)c1ccc(/C=C/C=C/C=C2C(=O)OC(C)(C)OC2=O)cc1,Ki,=,nM,354.3,5.450628848
CHEMBL2326893,CCN(CC)CCCC(C)Nc1c2ccc(I)cc2nc2ccc(OC)cc12,Ki,=,nM,353,5.452225295
CHEMBL3932977,COCCOc1ccc2nc3ccc(=O)cc-3oc2c1,Ki,=,nM,347,5.459670525
CHEMBL309920,CN(C)c1ccc2nc(-c3ccc(Br)cc3)cn2c1,Ki,=,nM,339,5.469800302
CHEMBL1643339,O=C(C#Cc1ccc(O)cc1)c1ccc(I)cc1,Ki,=,nM,325.8,5.48704892
CHEMBL201986,O=C1Nc2ccccc2/C1=C/c1ccc([N+](=O)[O-])cc1,Ki,=,nM,325.2,5.487849463
CHEMBL3667038,CC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,IC50,=,nM,320,5.494850022
CHEMBL216864,COc1cc(/C=C/C(O)=C/C(C)=O)ccc1OCCCF,Ki,=,nM,316.3,5.499900808
CHEMBL3667023,COC(=O)CCCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,IC50,=,nM,310,5.508638306
CHEMBL4111103,CC(F)(F)c1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,IC50,=,nM,310,5.508638306
CHEMBL3667033,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OCC(=O)O)c(OC)c2)ccc1O,IC50,=,nM,310,5.508638306
CHEMBL4114995,C[C@]1(c2nc(NC(=O)c3ncc(OCCCF)nc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,310,5.508638306
CHEMBL3667037,N#CCCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,IC50,=,nM,300,5.522878745
CHEMBL248132,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N)c3)c2)cc1N,IC50,=,nM,300,5.522878745
CHEMBL57267,Cc1ccc2c(c1)sc(-c1ccc(N(C)C)cc1)[n+]2C,Ki,=,nM,294,5.53165267
CHEMBL3670367,C[C@@]1(c2nc(NC(=O)c3ncc(OCC(F)(F)F)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,nM,284,5.54668166
CHEMBL389549,O=C(NCCCn1ccnc1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,280,5.552841969
CHEMBL3593934,O=C1/C(=C\C=C\c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccc(OCC[18F])cc1,Kd,=,nM,271,5.567030709
CHEMBL2207065,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6COC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,270,5.568636236
CHEMBL4082825,Oc1nc(NCc2ccccc2)c2ccccc2n1,IC50,=,nM,270,5.568636236
CHEMBL2207044,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CCOC)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,270,5.568636236
CHEMBL1077196,CNc1ncc(-c2nc3ccc(O)cc3s2)cn1,IC50,=,nM,267,5.573488739
CHEMBL3593929,COc1cccc(CN2C(=O)/C(=C/C=C/c3ccc([N+](=O)[O-])cc3)c3ccccc32)c1,Ki,=,nM,264.8,5.577082019
CHEMBL5089745,C[C@@]1(c2nc(NC(=O)c3ncc(OCCF)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,nM,263,5.580044252
CHEMBL1080002,CCOc1ccc2nc3ccc(=O)cc-3oc2c1,Ki,=,nM,262,5.581698709
CHEMBL2206986,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC(=O)N6CCC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,250,5.602059991
CHEMBL2207042,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,250,5.602059991
CHEMBL4115141,C[C@]1(c2nc(NC(=O)c3ncc(OCC(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,250,5.602059991
CHEMBL3233657,Oc1ccc(/C=C/c2ccc(/C=C/c3ccc(O)cc3)c(C(F)(F)F)c2)cc1,Ki,=,nM,244,5.612610174
CHEMBL78621,Cc1ccc2nc(-c3ccc(N(C)C)cc3)cn2c1,Ki,=,nM,242,5.616184634
CHEMBL3593925,O=C1/C(=C/C=C/c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccccc1,Ki,=,nM,235.4,5.628193541
CHEMBL387276,COc1cc(/C=C/C(C)=O)ccc1OCCF,Ki,=,nM,232.7,5.633203617
CHEMBL3629740,O=C1OCC[C@]12CCC[C@@]1(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]21,IC50,=,nM,228,5.642065153
CHEMBL1185321,O=c1ccc2nc3ccc(O)cc3oc-2c1,Kd,=,nM,225,5.647817482
CHEMBL231447,CN1CCCC1CCNC(=O)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,220,5.657577319
CHEMBL3950550,COc1ccc(COc2ccc3nc4ccc(=O)cc-4oc3c2)cc1,Ki,=,nM,218,5.661543506
CHEMBL205332,Nc1ccc(/C=C/C=C/C=C/c2ccc(NCCF)cc2)cc1,Ki,=,nM,217,5.663540266
CHEMBL3672699,CC1=N[C@@]2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1C[C@]21CC[C@@H](O)CC1,IC50,=,nM,216,5.665546249
CHEMBL3593924,O=C1/C(=C\C=C\c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccccc1,Ki,=,nM,214.2,5.669180534
CHEMBL2207043,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,210,5.677780705
CHEMBL3667019,O=C(/C=C/c1ccc(O)c(OC(F)(F)F)c1)CC(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,IC50,=,nM,210,5.677780705
CHEMBL3403823,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C7CCC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,210,5.677780705
CHEMBL252969,COC(=O)CCSc1ccc2nc(-c3ccc(N(C)C)cc3)cn2c1,Ki,=,nM,205,5.688246139
CHEMBL1744462,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(OC)cc3o2)cn1)C([3H])([3H])[3H],IC50,=,nM,204,5.690369833
CHEMBL446870,CN(C)c1ccc(/C=C/c2cc3cc(Cl)ccc3o2)cc1,IC50,=,nM,200,5.698970004
CHEMBL289556,O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,IC50,=,nM,199.53,5.699991797
CHEMBL3758630,CN(C)c1ccc(COc2ccc(OCCOCCF)cc2)cc1,Ki,=,nM,191.1,5.718739313
CHEMBL1090543,Nc1nc(Cn2c(-c3ccc(Oc4cncnc4)cc3)ccc2-c2ccccc2Cl)ccc1NCCO,EC50,=,nM,190,5.721246399
CHEMBL238271,CCCC1(O)CCN(C(=O)OC2([C@H]3CCC[C@@H](CC)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)C1,IC50,=,nM,190,5.721246399
CHEMBL390889,O=C(NC1CCN(Cc2ccccc2)CC1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,190,5.721246399
CHEMBL1082889,CNc1ccc(-c2nc3ccc(OC)cc3o2)cn1,IC50,=,nM,185,5.732828272
CHEMBL202898,O=[N+]([O-])c1ccc(-c2ccc(-c3ccc([N+](=O)[O-])cc3)s2)cc1,Ki,=,nM,185,5.732828272
CHEMBL242410,CN(C)c1ccc(-c2cn3cc(Br)cc(I)c3n2)cc1,Ki,=,nM,183,5.73754891
CHEMBL1744461,[3H]N(c1ccc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],IC50,=,nM,182,5.739928612
CHEMBL200077,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)C[C@@H](C)C(=O)Nc2ccc(F)cc2)c1,IC50,=,nM,180,5.744727495
CHEMBL590830,Cc1ccoc1C(=O)Nc1cccc(C2(C3CCCCC3)N=C(N)N(C)C2=O)c1,EC50,=,nM,180,5.744727495
CHEMBL4787961,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)CCCC1,IC50,=,nM,180,5.744727495
CHEMBL38,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,IC50,=,nM,180,5.744727495
CHEMBL231545,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,IC50,=,nM,180,5.744727495
CHEMBL4110655,C[C@]1(c2nc(NC(=O)c3nccnc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,180,5.744727495
CHEMBL81379,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,IC50,=,nM,180,5.744727495
CHEMBL231548,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,IC50,=,nM,180,5.744727495
CHEMBL986,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,IC50,=,nM,180,5.744727495
CHEMBL387998,CN(C)c1ccc(-c2cn3cc(O)ccc3n2)cc1,Ki,=,nM,177,5.752026734
CHEMBL381708,CN(C)c1ccc(-c2cn3cc(CCF)ccc3n2)cc1,Ki,=,nM,177,5.752026734
CHEMBL3672708,COC1CCC2(CC1)Cc1cc(F)c(Br)cc1C21N=C(C)C(N)=N1,IC50,=,nM,176,5.754487332
CHEMBL223309,C(#Cc1ccccc1)c1ccccc1,Ki,=,nM,175,5.756961951
CHEMBL2206995,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C(=O)C(C)C)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,170,5.769551079
CHEMBL3403824,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C7COC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,170,5.769551079
CHEMBL524114,CN(C)c1ccc(/C=C/c2cc3cc(I)ccc3o2)cc1,IC50,=,nM,170,5.769551079
CHEMBL274414,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccc(OC)cc3)c2)C1=O,IC50,=,nM,160,5.795880017
CHEMBL491203,CN(C)c1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1,IC50,=,nM,160,5.795880017
CHEMBL489792,COc1ccc2oc(/C=C/c3ccc(N(C)C)c(OC)c3)cc2c1,IC50,=,nM,160,5.795880017
CHEMBL2048299,Oc1ccc2nc(-c3ccc(NCCF)nc3)oc2c1,IC50,=,nM,158,5.801342913
CHEMBL3758500,COc1ccc(OCc2ccc(OCCF)cc2)cc1,Ki,=,nM,152.6,5.816445466
CHEMBL207649,CC(=C(C#N)C#N)c1ccc2cc(N(C)CCF)ccc2c1,Ki,=,nM,152,5.818156412
CHEMBL205970,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccc4c(c3)OCO4)c2)C1=O,IC50,=,nM,152,5.818156412
CHEMBL196213,COc1ccc(S(=O)(=O)OCC(CO)COc2ccc(/C=C/c3ccc(N(C)C)cc3)cc2)cc1,Ki,=,nM,150,5.823908741
CHEMBL64894,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],Potency,=,nM,150,5.823908741
CHEMBL381731,Oc1ccc(/C=C/C=C/C=C/c2ccc(O)cc2)cc1,Ki,=,nM,150,5.823908741
CHEMBL394626,CN(C)c1ccc(-c2cn3cc(Cl)cnc3n2)cc1,Ki,=,nM,147,5.832682665
CHEMBL429448,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,IC50,=,nM,144,5.841637508
CHEMBL3126517,O=C1/C(=C/c2ccc(Br)cc2)COc2ccc(Br)cc21,Ki,=,nM,143.81,5.842210914
CHEMBL329640,Cc1ccc2nc(-c3ccc(N(C)C)cc3)sc2c1,Ki,=,nM,143,5.844663963
CHEMBL3593932,O=C1/C(=C\C=C\c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccc(OCCF)cc1,Ki,=,nM,142.4,5.846490011
CHEMBL3667032,COC(=O)COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)cc1OC,IC50,=,nM,140,5.853871964
CHEMBL231547,O=C(NC1CCN(Cc2ccccc2)CC1)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,140,5.853871964
CHEMBL3667027,CCOC(=O)C(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,IC50,=,nM,140,5.853871964
CHEMBL4110279,C[C@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,140,5.853871964
CHEMBL3403815,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,140,5.853871964
CHEMBL3593927,COc1ccc(CN2C(=O)/C(=C/C=C/c3ccc([N+](=O)[O-])cc3)c3ccccc32)cc1,Ki,=,nM,138.5,5.858550227
CHEMBL181529,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)on2)ccc1O,IC50,=,nM,138,5.860120914
CHEMBL181529,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)on2)ccc1O,IC50,=,nM,138,5.860120914
CHEMBL1083207,CN(C)c1ccc(-c2nc3cc(O)ccc3o2)cn1,IC50,=,nM,137,5.863279433
CHEMBL3314323,COc1cccc(OCc2ccc(I)cc2)c1,Ki,=,nM,131.83,5.879985748
CHEMBL3593926,COc1ccc(CN2C(=O)/C(=C\C=C\c3ccc([N+](=O)[O-])cc3)c3ccccc32)cc1,Ki,=,nM,130.8,5.883392256
CHEMBL3314323,COc1cccc(OCc2ccc(I)cc2)c1,Ki,=,nM,130.6,5.884056823
CHEMBL3403818,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C7COC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,130,5.886056648
CHEMBL509088,Cc1ccc2oc(/C=C/c3ccc(N(C)C)cc3)cc2c1,IC50,=,nM,130,5.886056648
CHEMBL3639383,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(C(F)(F)F)c2)ccc1O,IC50,=,nM,130,5.886056648
CHEMBL3593931,COc1ccc(CN2C(=O)/C(=C/C=C/c3ccc([N+](=O)[O-])cc3)c3ccccc32)cc1OC,Ki,=,nM,129.5,5.887730232
CHEMBL3593933,O=C1/C(=C/C=C/c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccc(OCCF)cc1,Ki,=,nM,125.3,5.902048929
CHEMBL2048306,CNc1ccc(-c2nc3ccc(O)cc3s2)c(F)n1,IC50,=,nM,124,5.906578315
CHEMBL208457,CNc1ccc(/C=C/C=C/C=C/c2ccc(NC)cc2)cc1,Ki,=,nM,122,5.913640169
CHEMBL2326892,COc1ccc2nc3cc(I)ccc3c(N(C)C)c2c1,Ki,=,nM,121,5.91721463
CHEMBL3403817,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C7CCC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,120,5.920818754
CHEMBL231449,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,IC50,=,nM,120,5.920818754
CHEMBL3403820,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,120,5.920818754
CHEMBL594555,CN(C)c1ccc2nc(C=C(C#N)C#N)sc2c1,Kd,=,nM,120,5.920818754
CHEMBL3403827,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CCO)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,120,5.920818754
CHEMBL3759263,COc1ccc(COc2ccc(OCCF)cc2)cc1,Ki,=,nM,118.5,5.92628165
CHEMBL3672719,CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(F)c3)ccc1CCC21CC1,IC50,=,nM,118,5.928117993
CHEMBL3314333,CC(C)(C)c1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,117.6,5.929592678
CHEMBL3314333,CC(C)(C)c1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,117.49,5.929999096
CHEMBL2397723,CN(CCF)c1ccc(-c2cc3ccccc3n2C)cc1,Ki,=,nM,116.8,5.932557157
CHEMBL57267,Cc1ccc2c(c1)sc(-c1ccc(N(C)C)cc1)[n+]2C,Ki,=,nM,116,5.935542011
CHEMBL2069432,CNc1ccc(/C=C2\Nc3ccc(I)cc3C2=O)cc1,Ki,=,nM,116,5.935542011
CHEMBL236187,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,IC50,=,nM,115,5.93930216
CHEMBL3314325,Oc1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,113.4,5.945386945
CHEMBL3314325,Oc1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,112.2,5.950007143
CHEMBL2407619,CN(C)c1ccc(-c2cnc3ccc(OCC[18F])cc3n2)cc1,Ki,=,nM,111,5.954677021
CHEMBL2207050,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CCN6CCC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,110,5.958607315
CHEMBL3403816,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,110,5.958607315
CHEMBL3403822,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,110,5.958607315
CHEMBL594574,CN(C)c1ccc2nc(/C=C/c3ccc(C=C(C#N)C#N)cc3)sc2c1,Kd,=,nM,110,5.958607315
CHEMBL3593928,COc1cccc(CN2C(=O)/C(=C\C=C\c3ccc([N+](=O)[O-])cc3)c3ccccc32)c1,Ki,=,nM,109.7,5.959793372
CHEMBL378797,COc1ccc(-c2ccc(-c3ccc(OC)cc3)s2)cc1,Ki,=,nM,108,5.966576245
CHEMBL1171026,CC1=CC(C)=[N+]2C1=Cc1ccc(/C=C/c3ccc(-c4ccc([125I])cc4)s3)n1[B-]2(F)F,Ki,=,nM,108,5.966576245
CHEMBL3126515,O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)COc2ccc(Br)cc21,Ki,=,nM,107.6,5.968187729
CHEMBL3314328,Fc1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,107.15,5.970007825
CHEMBL3314328,Fc1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,107.1,5.970210529
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,=,nM,107,5.970616222
CHEMBL2296464,COc1ccc2nc(/N=C/c3ccc(Br)cc3)sc2c1,Ki,=,nM,106.46,5.972813538
CHEMBL373548,Nc1ccc(C#Cc2ccc(O)cc2)cc1,Ki,=,nM,106,5.974694135
CHEMBL5193352,COC(=O)/C(C#N)=C/C=C/C=C/c1ccc(N(C)C)cc1,Kd,=,nM,106,5.974694135
CHEMBL5183307,CCN(CC)c1ccc(/C=C/C2=CC(/C=C/c3ccc(N(C)C)cc3)=[O+][B-](F)(F)O2)cn1,Kd,=,nM,105.8,5.975514332
